c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,ciclo_de_cultivo,nombre_cientifico
68,SANTANDER,68872,VILLANUEVA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,1374,1374,1718,1.25,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68079,BARICHARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,950,800,560,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68679,SAN GIL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,378,360,360,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68266,ENCISO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,350,350,315,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68229,CURITI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,300,290,435,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68575,PUERTO WILCHES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,250,250,250,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68669,SAN ANDRES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,234,200,300,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68468,MOLAGAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,200,195,195,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68179,CHIPATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,150,150,150,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68502,ONZAGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,95,95,117,1.23,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68755,SOCORRO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,94,94,122,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68432,MALAGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,90,90,66,0.73,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68051,ARATOCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,80,80,90,1.13,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68152,CARCASI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,80,80,80,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68444,MATANZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,75,70,35,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68615,RIONEGRO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,65,65,78,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68370,JORDAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,60,60,118,1.97,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68686,SAN MIGUEL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,60,60,60,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68547,PIEDECUESTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,50,50,60,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68418,LOS SANTOS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,45,45,90,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68425,MACARAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,45,45,36,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68092,BETULIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,40,40,72,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68217,COROMORO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,40,40,65,1.63,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68684,SAN JOSE DE MIRANDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,35,35,35,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68524,PALMAS DEL SOCORRO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,30,30,36,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68682,SAN JOAQUIN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,28,28,31,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68160,CEPITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,26,22,42,1.91,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68077,BARBOSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,25,25,50,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68705,SANTA BARBARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,23,21,32,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68176,CHIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,16,16,13,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68549,PINCHOTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,16,16,24,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68572,PUENTE NACIONAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,15,15,27,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68245,EL GUACAMAYO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,14,13,14,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68368,JESUS MARIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,13,12,13,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68101,BOLIVAR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,12,10,20,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68209,CONFINES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,12,12,17,1.45,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68500,OIBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,12,12,20,1.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68162,CERRITO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,10,10,19,1.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68169,CHARTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,10,10,12,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68820,TONA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,10,10,14,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68397,LA PAZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,8,6,8,1.27,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68167,CHARALA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,8,7,14,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68013,AGUADA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,7,7,8,1.21,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68207,CONCEPCION,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,7,6,7,1.23,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68780,SURATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,5,5,3,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68895,ZAPATOCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,5,5,10,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68322,GUAPOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,3,3,4,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68745,SIMACOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,3,3,2,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70713,SAN ONOFRE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,80,80,64,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70235,GALERAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,15,15,10,0.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70742,SINCE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,15,15,8,0.53,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70508,OVEJAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,10,9,9,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70523,PALMITO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,10,10,5,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70678,SAN BENITO ABAD,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,8,8,6,0.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70221,COVEÑAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,7,7,3,0.43,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70230,CHALAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,6,6,7,1.17,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70001,SINCELEJO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,6,6,4,0.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70215,COROZAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,4,4,2,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70233,EL ROBLE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,3,3,2,0.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70820,TOLU,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,3,3,2,0.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70418,LOS PALMITOS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,2,2,2,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73124,CAJAMARCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,1300,1200,1400,1.17,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73001,IBAGUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,580,480,482,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73622,RONCESVALLES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,450,450,450,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73616,RIOBLANCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,400,400,400,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73411,LIBANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,300,300,300,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73168,CHAPARRAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,200,200,190,0.95,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73675,SAN ANTONIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,180,179,286,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73624,ROVIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,170,170,170,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73067,ATACO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,140,120,128,1.07,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73686,SANTA ISABEL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,110,105,153,1.46,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73152,CASABIANCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,100,30,30,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73504,ORTEGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,95,60,60,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73043,ANZOATEGUI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,90,50,50,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73352,ICONONZO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,80,80,120,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73870,VILLAHERMOSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,80,80,120,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73270,FALAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,60,50,60,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73443,MARIQUITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,60,60,60,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73461,MURILLO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,50,50,75,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73520,PALOCABILDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,50,50,45,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73283,FRESNO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,40,40,36,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73347,HERVEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,30,30,30,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73555,PLANADAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,30,30,48,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73873,VILLARRICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,20,20,24,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73236,DOLORES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2007,2007B,13,13,12,0.92,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
91,AMAZONAS,91540,PUERTO NARIÑO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,15,12,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
91,AMAZONAS,91001,LETICIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,4,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8849,USIACURI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,71,70,21,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8685,SANTO TOMAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,70,50,50,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8675,SANTA LUCIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,22,16,10,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8638,SABANALARGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,19,18,27,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8141,CANDELARIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,9,9,4,0.44,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8558,POLONUEVO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,8,4,2,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8296,GALAPA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,6,5,6,1.12,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8634,SABANAGRANDE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,2,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13688,SANTA ROSA DEL SUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,750,720,504,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13473,MORALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,700,670,402,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13647,SAN ESTANISLAO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,100,100,170,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13744,SIMITI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,60,36,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13212,CORDOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,38,36,29,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13894,ZAMBRANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,0,0,,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13268,EL PEÑON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,20,18,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15646,SAMACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,444,400,619,1.55,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15097,BOAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,400,388,329,0.85,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15218,COVARACHIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,250,250,162,0.65,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15317,GUACAMAYAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,202,202,151,0.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15790,TASCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,160,158,180,1.14,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15632,SABOYA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,157,145,108,0.74,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15757,SOCHA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,150,145,137,0.94,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15522,PANQUEBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,137,90,58,0.64,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15180,CHISCAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,110,110,71,0.65,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15804,TIBANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,100,100,154,1.54,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15835,TURMEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,100,100,154,1.54,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15276,FLORESTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,95,95,52,0.55,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15469,MONIQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,85,78,74,0.95,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15176,CHIQUINQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,80,80,67,0.84,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15248,EL ESPINO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,80,75,56,0.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15673,SAN MATEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,80,80,64,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15755,SOCOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,80,75,38,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15667,SAN LUIS DE GACENO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,75,70,94,1.34,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15272,FIRAVITOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,70,70,52,0.74,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15664,SAN JOSE DE PARE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,70,70,59,0.84,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15774,SUSACON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,65,61,37,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15104,BOYACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,60,80,1.33,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15660,SAN EDUARDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,35,33,0.94,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15806,TIBASOSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,60,42,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15681,SAN PABLO DE BORBUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,50,49,36,0.73,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15189,CIENEGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,40,40,28,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15720,SATIVANORTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,40,40,40,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15816,TOGUI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,38,37,33,0.89,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15367,JENESANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,35,33,64,1.94,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15808,TINJACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,33,30,32,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15183,CHITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,30,27,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15533,PAYA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,30,25,0.83,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15238,DUITAMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,29,27,44,1.63,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15212,COPER,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,28,26,14,0.54,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15296,GAMEZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,28,28,20,0.71,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
