c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,ciclo_de_cultivo,nombre_cientifico
68,SANTANDER,68780,SURATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,10,10,10,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68209,CONFINES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,8,8,7,0.88,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68167,CHARALA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,7,5,4,0.77,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68773,SUCRE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,7,7,6,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68001,BUCARAMANGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,5,5,4,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68169,CHARTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,5,5,4,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68322,GUAPOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,5,5,5,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68327,GUEPSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,5,5,4,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68020,ALBANIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,4,4,2,0.46,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68524,PALMAS DEL SOCORRO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,4,4,4,0.88,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68132,CALIFORNIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,2,2,1,0.46,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68271,FLORIAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,2,2,1,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68498,OCAMONTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,2,2,1,0.62,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68549,PINCHOTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,2,2,4,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68344,HATO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,2,1,1,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68320,GUADALUPE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,1,1,1,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70713,SAN ONOFRE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,75,70,35,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70418,LOS PALMITOS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,20,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70742,SINCE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,16,15,7,0.46,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70235,GALERAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,13,13,8,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70230,CHALAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,12,9,3,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70110,BUENAVISTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,10,10,7,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70001,SINCELEJO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,7,7,4,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70215,COROZAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,5,5,3,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70221,COVEÑAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,5,5,3,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73124,CAJAMARCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,4300,3600,7200,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73616,RIOBLANCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,960,960,1248,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73675,SAN ANTONIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,900,650,845,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73001,IBAGUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,700,690,690,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73283,FRESNO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,590,590,477,0.81,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73624,ROVIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,260,258,310,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73622,RONCESVALLES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,200,190,228,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73686,SANTA ISABEL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,176,161,125,0.78,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73555,PLANADAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,139,130,182,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73067,ATACO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,125,120,209,1.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73411,LIBANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,120,85,128,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73504,ORTEGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,110,100,120,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73168,CHAPARRAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,105,105,118,1.12,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73520,PALOCABILDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,80,75,150,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73236,DOLORES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,50,30,30,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73861,VENADILLO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,50,40,24,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73226,CUNDAY,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,45,40,72,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73347,HERVEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,43,43,43,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73043,ANZOATEGUI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,40,40,80,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73217,COYAIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,40,40,60,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73352,ICONONZO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,40,34,17,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73270,FALAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,35,35,63,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73678,SAN LUIS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,25,20,20,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73461,MURILLO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,18,18,14,0.79,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73873,VILLARRICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,12,12,11,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73055,ARMERO (GUAYABAL),LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,3,2,2,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
99,VICHADA,99001,PUERTO CARREÑO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2014,2014B,3,2,2,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8685,SANTO TOMAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,85,16,11,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8078,BARANOA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,80,35,26,0.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8638,SABANALARGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,64,42,34,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8560,PONEDERA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,60,55,50,0.91,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8433,MALAMBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,50,0,0,,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8849,USIACURI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,35,35,23,0.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8296,GALAPA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,25,20,7,0.35,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8549,PIOJO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,0,0,,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13688,SANTA ROSA DEL SUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,650,500,300,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13473,MORALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,550,500,350,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13894,ZAMBRANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,200,170,255,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13212,CORDOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,150,120,96,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13744,SIMITI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,100,70,49,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13268,EL PEÑON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,48,40,28,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13654,SAN JACINTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,15,8,4,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,10,10,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13760,SOPLAVIENTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,4,3,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13655,SAN JACINTO DEL CAUCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,6,6,6,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13673,SANTA CATALINA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,6,3,3,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15632,SABOYA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,300,300,90,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15681,SAN PABLO DE BORBUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,165,164,49,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15097,BOAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,150,80,32,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15218,COVARACHIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,150,100,20,0.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15469,MONIQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,105,101,71,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15176,CHIQUINQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,90,90,72,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15600,RAQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,90,80,80,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15740,SIACHOQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,80,40,80,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15276,FLORESTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,75,40,16,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15114,BUSBANZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,65,20,16,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15673,SAN MATEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,60,60,48,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15317,GUACAMAYAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,58,51,41,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15757,SOCHA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,55,55,44,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15790,TASCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,50,50,60,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15189,CIENEGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,35,35,70,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15755,SOCOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,35,35,18,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15804,TIBANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,32,30,59,1.96,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15180,CHISCAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,30,30,36,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15272,FIRAVITOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,30,30,52,1.74,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15367,JENESANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,30,30,21,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15897,ZETAQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,29,29,41,1.43,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15810,TIPACOQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,26,22,21,0.96,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15087,BELEN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,25,25,50,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15135,CAMPOHERMOSO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,25,25,13,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15296,GAMEZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,25,20,30,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15599,RAMIRIQUI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,25,25,50,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15212,COPER,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,24,22,20,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15104,BOYACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,20,20,39,1.95,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15183,CHITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,20,20,8,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15322,GUATEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,20,19,34,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15332,GUICAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,20,20,24,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15621,RONDON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,20,20,36,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15835,TURMEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,20,17,12,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15090,BERBEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,18,15,9,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15106,BRICEÑO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,17,16,10,0.63,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15236,CHIVOR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,15,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15403,LA UVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,15,15,18,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15514,PAEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,15,15,15,1.02,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15109,BUENAVISTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,14,7,12,1.72,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15720,SATIVANORTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,12,12,6,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15092,BETEITIVA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,11,11,17,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15808,TINJACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,11,10,20,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15842,UMBITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,11,11,16,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15215,CORRALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,8,8,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15248,EL ESPINO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,10,5,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15455,MIRAFLORES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,9,9,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15723,SATIVASUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,10,6,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15761,SOMONDOCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,7,7,0.97,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15763,SOTAQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,10,17,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15774,SUSACON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,10,10,10,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15537,PAZ DE RIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2015,2015A,9,9,8,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
